time(1),x(2),y(3),h(4),lon(5),lat(6),v(7),vz(8),theta(9),phi(10),psi(11),alf(12),beta(13),p(14),q(15),r(16),nx_out(17),ny_out(18),nz_out(19),ele(20),ail(21),rud(22),throttle(23)
0,-0.033742325,-3.198569775,3000,109.5385062,34.83082113,319.9725038,0,-0.193511963,0,-25,-0.193495209,0,0,-2.53E-07,0,-0.283946289,0,0.998111984,-1.173897477,0,0,0
0.01,-0.067481752,-6.396864705,2999.999999,109.5384914,34.83084725,319.9273043,9.16E-05,-0.193511963,0,-25,-0.193482103,0,-6.63E-13,0.000761083,-6.41E-12,-0.46459064,0,0.997689857,-1.176194163,0,0,-16456.80714
0.02,-0.101216413,-9.594707838,2999.999997,109.5384766,34.83087337,319.9451313,0.00016478,-0.193511963,0,-25,-0.193291185,-0.000321386,1.674503955,0.022409119,0.076702926,0.178564721,-0.018310372,0.990165032,-1.239220704,-1.440082489,0,42220
0.03,-0.13497089,-12.79272897,2999.999986,109.5384618,34.8308995,319.9629487,0.001188315,-0.193267822,0.016742449,-24.99923706,-0.192893361,-0.001302696,2.341045561,0.045146778,0.111025362,0.178465504,-0.008991859,0.990714337,-1.243729027,-0.649530569,0,42220
0.04,-0.16873606,-15.99092809,2999.999964,109.5384471,34.83092562,319.9807731,0.002156425,-0.192840576,0.04014916,-24.99810791,-0.192301559,-0.002566359,2.559802816,0.06563767,0.126080243,0.178534775,-0.004547381,0.992640698,-1.238252796,-0.294338799,0,42220
0.05,-0.202507291,-19.18930534,2999.999935,109.5384323,34.83095174,319.9986063,0.002934332,-0.192169189,0.06574294,-24.99685669,-0.191542164,-0.003940736,2.580871767,0.08351078,0.132200356,0.178624069,-0.002285768,0.99479993,-1.231561639,-0.133606458,0,42220
0.06,-0.236281972,-22.38786081,2999.9999,109.5384175,34.83097787,320.0164473,0.003499976,-0.191345215,0.091547221,-24.99554443,-0.190641853,-0.005346303,2.515886739,0.098887125,0.134011774,0.178708538,-0.001005891,0.996987721,-1.225109024,-0.059775111,0,42220
0.07,-0.270058411,-25.58659461,2999.999861,109.5384027,34.831004,320.0342951,0.003851006,-0.190338135,0.11670161,-24.99420166,-0.189625376,-0.006744806,2.414656204,0.111960361,0.133592442,0.178784391,-0.000172071,0.999159643,-1.21911277,-0.024823127,0,42220
0.08,-0.303835348,-28.78550682,2999.999821,109.5383879,34.83103013,320.0521483,0.003989189,-0.189239502,0.140843734,-24.99285889,-0.188515285,-0.008116549,2.299383153,0.122925627,0.131882809,0.178851449,0.000454251,1.001299363,-1.213583335,-0.007310928,0,42220
0.09,-0.337611732,-31.9845975,2999.999782,109.5383731,34.83105626,320.0700061,0.00391777,-0.188018799,0.163833186,-24.99154663,-0.187331993,-0.009450263,2.179945006,0.131967726,0.129315797,0.178910147,0.000979002,1.003396366,-1.208497542,0.002333197,0,42220
0.1,-0.371386626,-35.18386671,2999.999746,109.5383583,34.83108239,320.0878675,0.003640973,-0.186706543,0.185628384,-24.99023438,-0.186093912,-0.010738573,2.060716047,0.139259541,0.12609809,0.178961009,0.00144893,1.005442135,-1.203827887,0.008382679,0,42220
0.11,-0.405159173,-38.38331449,2999.999714,109.5383435,34.83110853,320.1057314,0.003163832,-0.185302734,0.20623143,-24.98898315,-0.184817592,-0.011975983,1.943613507,0.144962266,0.122335731,0.179004559,0.001884394,1.007429443,-1.199547403,0.012745716,0,42220
0.12,-0.438928551,-41.58294089,2999.999689,109.5383287,34.83113466,320.1235971,0.002492079,-0.183868408,0.225663587,-24.98773193,-0.183517858,-0.013157976,1.829457542,0.149225962,0.118090158,0.179041292,0.002294009,1.009352152,-1.19563044,0.016274706,0,42220
0.13,-0.472694,-44.78274591,2999.999673,109.5383139,34.8311608,320.1414639,0.001632041,-0.182373047,0.24395436,-24.98657227,-0.182207935,-0.014280616,1.718578418,0.152190166,0.113403208,0.179071679,0.002681184,1.011205114,-1.192052724,0.01935079,0,42220
0.14,-0.506454788,-47.98272959,2999.999667,109.5382991,34.83118694,320.159331,0.000590545,-0.180847168,0.261136502,-24.9854126,-0.180899577,-0.015340371,1.611087615,0.153984485,0.108308236,0.179096162,0.003047039,1.01298408,-1.188791334,0.022144802,0,42220
0.15,-0.540210232,-51.18289194,2999.999673,109.5382843,34.83121308,320.1771978,-0.000625166,-0.179321289,0.277243942,-24.98431396,-0.179603172,-0.016334034,1.50699889,0.154729182,0.102835054,0.179115157,0.003391708,1.014685623,-1.185824627,0.024733746,0,42220
0.16,-0.573959681,-54.38323295,2999.999693,109.5382695,34.83123922,320.1950639,-0.002007518,-0.177764893,0.292310685,-24.98330688,-0.178327856,-0.017258692,1.406282363,0.154535714,0.097012104,0.179129055,0.003714923,1.016307065,-1.183132182,0.02715279,0,42220
0.17,-0.607702529,-57.58375262,2999.999729,109.5382547,34.83126536,320.2129286,-0.003548677,-0.176239014,0.306370467,-24.9822998,-0.177081608,-0.018111711,1.308888698,0.153507265,0.090867384,0.179138222,0.004016274,1.017846403,-1.180694748,0.029418477,0,42220
0.18,-0.641438203,-60.78445096,2999.999781,109.5382399,34.83129151,320.2307915,-0.005240614,-0.174713135,0.319456547,-24.98138428,-0.175871349,-0.018890733,1.214759937,0.151739234,0.084428839,0.179143003,0.004295323,1.019302251,-1.178494177,0.031539084,0,42220
0.19,-0.675166176,-63.98532794,2999.999852,109.5382251,34.83131765,320.2486522,-0.007075166,-0.173187256,0.33160156,-24.98052979,-0.174703024,-0.019593671,1.123834371,0.149319714,0.07772449,0.17914372,0.004551659,1.020673776,-1.176513383,0.033519249,0,42220
0.2,-0.708885953,-67.18638355,2999.999942,109.5382103,34.8313438,320.2665103,-0.009044089,-0.171691895,0.342837512,-24.97976685,-0.173581687,-0.02021871,1.036048751,0.146329931,0.070782458,0.179140675,0.004784919,1.021960643,-1.174736279,0.035362035,0,42220
0.21,-0.742597086,-70.38761776,3000.000054,109.5381955,34.83136995,320.2843655,-0.01113911,-0.170257568,0.353195846,-24.97903442,-0.172511578,-0.020764308,0.951339306,0.142844675,0.063630945,0.179134152,0.004994799,1.023162961,-1.173147732,0.037069857,0,42220
0.22,-0.776299158,-73.58903056,3000.000187,109.5381807,34.8313961,320.3022176,-0.013351966,-0.168823242,0.362707347,-24.97839355,-0.171496193,-0.021229192,0.869642225,0.138932696,0.056298179,0.179124417,0.005181061,1.024281239,-1.171733518,0.038644893,0,42220
0.23,-0.809991798,-76.79062191,3000.000344,109.5381659,34.83142225,320.3200662,-0.015674444,-0.167449951,0.371402055,-24.97781372,-0.170538352,-0.021612363,0.790893902,0.134657087,0.048812358,0.179111716,0.00534353,1.025316337,-1.170480279,0.040089268,0,42220
0.24,-0.843674667,-79.99239179,3000.000525,109.5381511,34.83144841,320.3379111,-0.01809842,-0.166107178,0.379309565,-24.97732544,-0.169640262,-0.021913088,0.715031071,0.130075648,0.041201589,0.179096283,0.0054821,1.026269429,-1.16937547,0.04140514,0,42220
0.25,-0.877347471,-83.19434015,3000.000731,109.5381363,34.83147456,320.3557522,-0.02061588,-0.164794922,0.386458635,-24.97689819,-0.168803571,-0.022130902,0.641990886,0.125241224,0.033493825,0.179078335,0.005596729,1.02714196,-1.16840733,0.042594738,0,42220
0.26,-0.911009948,-86.39646697,3000.000963,109.5381215,34.83150072,320.3735893,-0.023218955,-0.163543701,0.392877579,-24.9765625,-0.168029427,-0.022265606,0.571710982,0.120202032,0.025716794,0.179058074,0.005687444,1.027935611,-1.167564835,0.043660375,0,42220
0.27,-0.944661874,-89.59877221,3000.001222,109.5381067,34.83152688,320.3914222,-0.025899942,-0.162353516,0.398593932,-24.97628784,-0.167318525,-0.022317262,0.50412952,0.115001962,0.017897942,0.179035691,0.005754335,1.028652273,-1.166837658,0.044604458,0,42220
0.28,-0.978303067,-92.80125582,3000.001509,109.5380919,34.83155304,320.4092508,-0.028651319,-0.161193848,0.403634697,-24.97610474,-0.166671155,-0.022286188,0.439185224,0.109680876,0.010064366,0.179011363,0.005797557,1.029294008,-1.16621614,0.04542949,0,42220
0.29,-1.011933377,-96.00391776,3000.001823,109.538077,34.8315792,320.427075,-0.03146577,-0.160095215,0.408026248,-24.97601318,-0.166087243,-0.02217296,0.376817413,0.104274875,0.002242749,0.178985254,0.005817327,1.029863027,-1.165691253,0.046138072,0,42220
0.3,-1.045552689,-99.20675799,3000.002167,109.5380622,34.83160536,320.4448947,-0.034336193,-0.159057617,0.411794335,-24.97598267,-0.165566394,-0.021978399,0.316966031,0.098816562,-0.005540698,0.17895752,0.005813927,1.030361664,-1.165254563,0.046732899,0,42220
0.31,-1.079160924,-102.4097765,3000.002539,109.5380474,34.83163152,320.4627099,-0.037255712,-0.158081055,0.41496411,-24.97601318,-0.165107928,-0.021703572,0.259571672,0.093335285,-0.013260299,0.178928303,0.005787697,1.030792352,-1.164898198,0.047216762,0,42220
0.32,-1.112758038,-105.6129732,3000.002942,109.5380326,34.83165769,320.4805205,-0.040217693,-0.15713501,0.41756019,-24.97613525,-0.164710912,-0.021349781,0.2045756,0.087857368,-0.02089097,0.178897739,0.005739037,1.031157601,-1.164614825,0.047592543,0,42220
0.33,-1.146344019,-108.816348,3000.003374,109.5380178,34.83168386,320.4983264,-0.043215743,-0.15625,0.419606507,-24.97634888,-0.164374194,-0.020918561,0.151919774,0.082406332,-0.028408279,0.178865951,0.005668407,1.031459982,-1.164397615,0.047863215,0,42220
0.34,-1.17991889,-112.0199009,3000.003836,109.538003,34.83171002,320.5161277,-0.046243721,-0.155426025,0.421126455,-24.97662354,-0.16409643,-0.020411671,0.101546861,0.077003097,-0.035788498,0.178833057,0.005576318,1.031702107,-1.164240212,0.048031836,0,42220
0.35,-1.2134827,-115.2236319,3000.004329,109.5379882,34.83173619,320.5339242,-0.049295741,-0.154663086,0.422142863,-24.97698975,-0.163876115,-0.019831084,0.053400252,0.071666179,-0.043008656,0.178799164,0.00546334,1.031886615,-1.164136712,0.04810155,0,42220
0.36,-1.247035534,-118.4275409,3000.004853,109.5379734,34.83176237,320.5517161,-0.052366174,-0.153930664,0.422678024,-24.97741699,-0.1637116,-0.019178984,0.007424075,0.066411868,-0.050046593,0.178764374,0.005330091,1.032016157,-1.164081636,0.048075578,0,42220
0.37,-1.280577504,-121.6316279,3000.005407,109.5379586,34.83178854,320.5695033,-0.055449648,-0.153259277,0.422753602,-24.97790527,-0.163601123,-0.018457753,-0.036436794,0.061254404,-0.056881006,0.17872878,0.00517724,1.032093381,-1.164069907,0.047957216,0,42220
0.38,-1.314108749,-124.8358928,3000.005993,109.5379437,34.83181471,320.5872859,-0.058541051,-0.152648926,0.422390729,-24.97845459,-0.163542823,-0.017669963,-0.078236725,0.056206136,-0.063491494,0.178692469,0.005005505,1.032120925,-1.164096821,0.047749835,0,42220
0.39,-1.347629437,-128.0403356,3000.006609,109.5379289,34.83184089,320.6050637,-0.061635526,-0.152099609,0.421610057,-24.97909546,-0.163534761,-0.016818369,-0.11802932,0.051277672,-0.069858604,0.178655523,0.004815645,1.032101404,-1.164158032,0.047456868,0,42220
0.4,-1.381139764,-131.2449561,3000.007256,109.5379141,34.83186707,320.622837,-0.06472847,-0.151580811,0.420431614,-24.97979736,-0.163574937,-0.015905895,-0.155867418,0.046478024,-0.07596387,0.178618017,0.004608467,1.032037403,-1.164249527,0.047081812,0,42220
0.41,-1.414639946,-134.4497545,3000.007934,109.5378993,34.83189325,320.6406056,-0.067815534,-0.151092529,0.418874919,-24.9805603,-0.163661308,-0.014935627,-0.19180308,0.041814739,-0.081789851,0.17858002,0.004384812,1.031931465,-1.164367607,0.04662822,0,42220
0.42,-1.448130227,-137.6547305,3000.008643,109.5378845,34.83191943,320.6583696,-0.070892613,-0.150665283,0.416959047,-24.98135376,-0.163791795,-0.013910802,-0.225887596,0.037294024,-0.087320164,0.178541599,0.004145563,1.03178609,-1.164508869,0.046099695,0,42220
0.43,-1.481610872,-140.8598843,3000.009383,109.5378697,34.83194561,320.6761291,-0.073955849,-0.150299072,0.414702445,-24.98223877,-0.163964305,-0.012834796,-0.258171478,0.032920864,-0.092539521,0.178502813,0.003891635,1.031603723,-1.164670182,0.045499887,0,42220
0.44,-1.515082165,-144.0652156,3000.010153,109.5378548,34.83197179,320.6938841,-0.077001618,-0.149963379,0.412123173,-24.9831543,-0.164176734,-0.011711113,-0.288704462,0.02869913,-0.09743375,0.178463718,0.003623975,1.031386753,-1.164848677,0.044832485,0,42220
0.45,-1.548544415,-147.2707245,3000.010953,109.53784,34.83199798,320.7116346,-0.080026531,-0.149658203,0.409238666,-24.98413086,-0.164426983,-0.010543375,-0.317535511,0.024631679,-0.101989827,0.178424366,0.003343559,1.031137508,-1.165041729,0.04410121,0,42220
0.46,-1.581997944,-150.476411,3000.011783,109.5378252,34.83202416,320.7293807,-0.083027424,-0.149414063,0.406065971,-24.98513794,-0.164712963,-0.009335308,-0.344712812,0.020720455,-0.106195894,0.178384807,0.00305139,1.030858249,-1.165246938,0.043309813,0,42220
0.47,-1.615443095,-153.6822749,3000.012644,109.5378104,34.83205035,320.7471225,-0.086001352,-0.149200439,0.402621597,-24.98620605,-0.165032606,-0.008090734,-0.370283786,0.01696657,-0.110041282,0.178345084,0.002748491,1.030551168,-1.165462114,0.042462066,0,42220
0.48,-1.648880224,-156.8883162,3000.013533,109.5377955,34.83207654,320.7648599,-0.088945585,-0.149017334,0.398921639,-24.98730469,-0.165383871,-0.006813553,-0.394295087,0.013370392,-0.11351652,0.178305239,0.002435908,1.030218389,-1.165685271,0.041561754,0,42220
0.49,-1.682309706,-160.094535,3000.014452,109.5377807,34.83210273,320.782593,-0.091857599,-0.148864746,0.394981623,-24.98843384,-0.165764749,-0.005507738,-0.416792606,0.009931619,-0.116613357,0.178265311,0.002114701,1.029861959,-1.165914604,0.040612673,0,42220
0.5,-1.715731923,-163.300931,3000.015399,109.5377659,34.83212892,320.800322,-0.094735067,-0.148773193,0.390816718,-24.98959351,-0.166173273,-0.004177317,-0.437821482,0.006649353,-0.119324761,0.178225336,0.001785946,1.029483854,-1.166148479,0.039618619,0,42220
0.51,-1.749147274,-166.5075044,3000.016375,109.5377511,34.83215512,320.8180467,-0.097575858,-0.148681641,0.386441618,-24.99078369,-0.166607517,-0.002826365,-0.4574261,0.003522162,-0.121644933,0.178185346,0.001450727,1.029085974,-1.166385424,0.038583386,0,42220
0.52,-1.782556167,-169.714255,3000.017378,109.5377363,34.83218131,320.8357673,-0.100378021,-0.148651123,0.381870508,-24.99200439,-0.167065601,-0.001458988,-0.475650105,0.000548144,-0.123569303,0.178145373,0.00111014,1.028670141,-1.166624118,0.037510756,0,42220
0.53,-1.81595902,-172.9211828,3000.01841,109.5377214,34.83220751,320.8534839,-0.103139786,-0.148651123,0.377117217,-24.99325562,-0.1675457,-7.93E-05,-0.492536402,-0.002275017,-0.125094532,0.178105445,0.000765279,1.028238104,-1.166863372,0.036404493,0,42220
0.54,-1.849356255,-176.1282877,3000.019468,109.5377066,34.83223371,320.8711964,-0.105859551,-0.148651123,0.372195095,-24.99450684,-0.16804604,0.001308517,-0.508127167,-0.004949999,-0.126218509,0.178065588,0.000417245,1.027791535,-1.167102132,0.035268339,0,42220
0.55,-1.882748305,-179.3355698,3000.020554,109.5376918,34.83225991,320.8889059,-0.108535878,-0.148681641,0.367117107,-24.99575806,-0.168564898,0.002700377,-0.52240305,-0.007485515,-0.126919395,0.178035192,6.73E-05,1.02733174,-1.167339461,0.034106003,0,42220
0.56,-1.916135603,-182.5430289,3000.021665,109.5376769,34.83228611,320.9066124,-0.111167454,-0.148773193,0.361896366,-24.99703979,-0.169100665,0.004091944,-0.535437457,-0.00988453,-0.127197837,0.17800548,-0.000283292,1.026860122,-1.167576174,0.032949751,0,42220
0.57,-1.949518593,-185.750665,3000.022803,109.5376621,34.83231231,320.9243161,-0.113753101,-0.148864746,0.356545299,-24.99829102,-0.169651787,0.005478925,-0.547288845,-0.01214985,-0.127056323,0.177975875,-0.000633468,1.0263781,-1.167811633,0.031789318,0,42220
0.58,-1.982897711,-188.9584782,3000.023966,109.5376473,34.83233852,320.9420169,-0.116291783,-0.148956299,0.351075709,-24.99957275,-0.170216766,0.006857074,-0.558004751,-0.014284495,-0.126498209,0.177946368,-0.00098223,1.025887046,-1.168045099,0.03062033,0,42220
0.59,-2.016273402,-192.1664683,3000.025154,109.5376325,34.83236472,320.9597149,-0.118782597,-0.149108887,0.345498949,-25.00085449,-0.170794156,0.008222204,-0.567627464,-0.016291683,-0.125527926,0.177916949,-0.001328513,1.025388265,-1.1682759,0.029442733,0,42220
0.6,-2.049646109,-195.3746354,3000.026366,109.5376176,34.83239093,320.9774102,-0.121224766,-0.149261475,0.339825928,-25.00210571,-0.171382566,0.009570196,-0.576196562,-0.018174791,-0.124151062,0.177887607,-0.001671248,1.024883001,-1.168503432,0.028258356,0,42220
0.61,-2.08301627,-198.5829794,3000.027602,109.5376028,34.83241714,320.9951027,-0.123617636,-0.149414063,0.334067225,-25.00332642,-0.171980662,0.010897008,-0.583750039,-0.019937331,-0.122374378,0.177858332,-0.002009376,1.024372431,-1.168727177,0.027069832,0,42220
0.62,-2.116384324,-201.7915002,3000.028862,109.537588,34.83244335,321.0127925,-0.125960667,-0.149627686,0.328232914,-25.00457764,-0.172587167,0.012198688,-0.590324818,-0.021582919,-0.120205794,0.17782911,-0.00234186,1.023857671,-1.16894668,0.025880103,0,42220
0.63,-2.149750703,-205.0001979,3000.030144,109.5375731,34.83246956,321.0304797,-0.128253428,-0.149841309,0.322332799,-25.00576782,-0.173200856,0.013471387,-0.59595698,-0.023115251,-0.117654368,0.177799929,-0.002667684,1.023339776,-1.169161547,0.024692206,0,42220
0.64,-2.183115835,-208.2090724,3000.031449,109.5375583,34.83249577,321.0481642,-0.130495592,-0.150054932,0.316376299,-25.00695801,-0.173820564,0.014711366,-0.600681871,-0.024538083,-0.114730258,0.177770775,-0.002985864,1.022819739,-1.169371447,0.023509168,0,42220
0.65,-2.216480142,-211.4181237,3000.032776,109.5375435,34.83252199,321.0658462,-0.132686929,-0.150299072,0.310372502,-25.00808716,-0.174445178,0.015915008,-0.604534156,-0.025855209,-0.111444685,0.177741635,-0.003295444,1.022298498,-1.169576099,0.022333959,0,42220
0.66,-2.249844037,-214.6273517,3000.034124,109.5375286,34.8325482,321.0835255,-0.1348273,-0.150543213,0.304330081,-25.00921631,-0.175073641,0.017078828,-0.607547844,-0.027070444,-0.107809887,0.177712495,-0.003595505,1.021776934,-1.169775268,0.021169469,0,42220
0.67,-2.283207925,-217.8367564,3000.035494,109.5375138,34.83257442,321.1012023,-0.136916653,-0.150817871,0.29825744,-25.01028442,-0.175704947,0.018199483,-0.609756307,-0.028187607,-0.103839078,0.17768334,-0.003885163,1.021255874,-1.169968767,0.020018494,0,42220
0.68,-2.316572202,-221.0463379,3000.036883,109.5374989,34.83260064,321.1188765,-0.138955018,-0.151092529,0.292162627,-25.01132202,-0.176338147,0.01927378,-0.611192287,-0.029210505,-0.099546394,0.177654157,-0.004163574,1.020736092,-1.170156445,0.01888373,0,42220
0.69,-2.349937251,-224.256096,3000.038293,109.5374841,34.83262686,321.1365482,-0.1409425,-0.151367188,0.28605333,-25.0123291,-0.176972341,0.020298684,-0.611887908,-0.030142924,-0.094946848,0.177624931,-0.004429933,1.020218311,-1.170338188,0.01776776,0,42220
0.7,-2.383303445,-227.4660307,3000.039721,109.5374693,34.83265308,321.1542173,-0.142879276,-0.151672363,0.279936969,-25.01327515,-0.177606677,0.021271327,-0.61187468,-0.030988615,-0.090056273,0.177595649,-0.004683481,1.019703207,-1.170513915,0.01667306,0,42220
0.71,-2.416671147,-230.676142,3000.041169,109.5374544,34.8326793,321.171884,-0.144765591,-0.151977539,0.273820609,-25.01419067,-0.178240357,0.022189015,-0.611183508,-0.031751282,-0.084891267,0.177566297,-0.004923503,1.019191408,-1.170683572,0.015601984,0,42220
0.72,-2.4500407,-233.8864299,3000.042635,109.5374396,34.83270553,321.1895481,-0.146601748,-0.152282715,0.267711014,-25.01504517,-0.178872628,0.023049235,-0.609844698,-0.032434578,-0.079469141,0.177536863,-0.005149329,1.018683497,-1.170847132,0.014556767,0,42220
0.73,-2.483412438,-237.0968944,3000.044119,109.5374247,34.83273176,321.2072098,-0.148388113,-0.152618408,0.26161468,-25.01583862,-0.179502784,0.023849659,-0.60788796,-0.033042094,-0.073807856,0.177507333,-0.005360339,1.018180014,-1.171004592,0.013539522,0,42220
0.74,-2.51678668,-240.3075353,3000.04562,109.5374099,34.83275798,321.2248689,-0.150125102,-0.152923584,0.255537778,-25.01657104,-0.180130163,0.024588153,-0.605342414,-0.033577354,-0.067925965,0.177477696,-0.005555963,1.017681458,-1.171155967,0.012552232,0,42220
0.75,-2.550163728,-243.5183528,3000.047138,109.5373951,34.83278421,321.2425255,-0.151813181,-0.153259277,0.249486163,-25.01724243,-0.180754148,0.025262781,-0.602236598,-0.034043807,-0.061842554,0.177447939,-0.00573568,1.017188289,-1.171301296,0.011596753,0,42220
0.76,-2.583543865,-246.7293467,3000.048673,109.5373802,34.83281044,321.2601796,-0.153452864,-0.153594971,0.243465468,-25.0178833,-0.181374165,0.025871805,-0.598598466,-0.034444826,-0.055577179,0.177418052,-0.005899023,1.016700928,-1.171440625,0.010674808,0,42220
0.77,-2.616927365,-249.9405171,3000.050223,109.5373654,34.83283667,321.2778312,-0.155044705,-0.153961182,0.237480968,-25.01843262,-0.181989677,0.026413696,-0.594455401,-0.034783702,-0.049149805,0.177388025,-0.006045577,1.016219761,-1.171574022,0.009787987,0,42220
0.78,-2.650314475,-253.1518638,3000.051789,109.5373505,34.83286291,321.2954803,-0.156589297,-0.154296875,0.231537744,-25.0189209,-0.18260019,0.026887132,-0.589834208,-0.035063639,-0.042580738,0.177357848,-0.00617498,1.015745141,-1.171701563,0.008937745,0,42220
0.79,-2.683705432,-256.363387,3000.05337,109.5373357,34.83288914,321.3131269,-0.158087269,-0.154632568,0.22564055,-25.01934814,-0.183205247,0.027291,-0.584761128,-0.035287756,-0.035890571,0.177327512,-0.006286926,1.015277386,-1.171823339,0.0081254,0,42220
0.8,-2.717100451,-259.5750864,3000.054965,109.5373208,34.83291538,321.3307709,-0.159539282,-0.154998779,0.219793916,-25.01971436,-0.183804424,0.027624401,-0.579261835,-0.035459082,-0.029100108,0.177297009,-0.006381163,1.014816785,-1.171939445,0.007352133,0,42220
0.81,-2.750499731,-262.7869623,3000.056575,109.537306,34.83294162,321.3484124,-0.160946027,-0.15536499,0.214002088,-25.01998901,-0.184397336,0.027886651,-0.573361438,-0.035580555,-0.022230313,0.177266332,-0.006457492,1.014363596,-1.172049984,0.006618986,0,42220
0.82,-2.783903448,-265.9990144,3000.058198,109.5372911,34.83296785,321.3660514,-0.162308219,-0.155700684,0.208269075,-25.02023315,-0.184983628,0.028077276,-0.567084489,-0.035655024,-0.015302234,0.177235474,-0.006515773,1.013918052,-1.17215507,0.005926866,0,42220
0.83,-2.817311762,-269.2112427,3000.059834,109.5372763,34.83299409,321.3836877,-0.163626599,-0.156066895,0.202598646,-25.02038574,-0.185562978,0.02819602,-0.56045498,-0.035685242,-0.00833695,0.177204431,-0.006555918,1.013480356,-1.172254821,0.005276539,0,42220
0.84,-2.850724815,-272.4236474,3000.061483,109.5372614,34.83302034,321.4013215,-0.164901928,-0.156433105,0.196994334,-25.02044678,-0.186135096,0.028242838,-0.553496349,-0.035673874,-0.001355502,0.177173196,-0.006577896,1.013050689,-1.172349355,0.004668633,0,42220
0.85,-2.884142729,-275.6362282,3000.063145,109.5372466,34.83304658,321.4189527,-0.166134985,-0.156768799,0.191459402,-25.02047729,-0.186699717,0.028217896,-0.546231479,-0.035623494,0.005621169,0.177141767,-0.006581729,1.012629208,-1.172438798,0.004103641,0,42220
0.86,-2.917565602,-278.8489852,3000.064818,109.5372317,34.83307282,321.4365813,-0.167326567,-0.15713501,0.185996935,-25.02041626,-0.187256609,0.028121571,-0.5386827,-0.035536582,0.01257228,0.177110141,-0.006567495,1.012216046,-1.172523278,0.003581919,0,42220
0.87,-2.950993522,-282.0619184,3000.066503,109.5372169,34.83309907,321.4542072,-0.168477484,-0.157501221,0.180609778,-25.02029419,-0.187805561,0.027954448,-0.530871793,-0.035415533,0.019477271,0.177078314,-0.006535322,1.011811318,-1.172602923,0.003103689,0,42220
0.88,-2.984426552,-285.2750277,3000.068199,109.537202,34.83312532,321.4718305,-0.169588557,-0.157836914,0.175300524,-25.02011108,-0.188346392,0.027717313,-0.522819988,-0.035262649,0.026315861,0.177046288,-0.006485395,1.011415116,-1.172677863,0.00266904,0,42220
0.89,-3.017864733,-288.4883132,3000.069905,109.5371872,34.83315157,321.4894512,-0.170660619,-0.158203125,0.170071602,-25.01983643,-0.18887894,0.027411154,-0.514547967,-0.035080147,0.033068108,0.17701406,-0.006417946,1.011027515,-1.172748232,0.00227793,0,42220
0.9,-3.051308095,-291.7017747,3000.071622,109.5371723,34.83317782,321.5070691,-0.17169451,-0.158538818,0.164925218,-25.01950073,-0.18940307,0.027037155,-0.506075864,-0.03487016,0.039714462,0.176981631,-0.006333262,1.010648574,-1.172814158,0.00193019,0,42220
0.91,-3.084756643,-294.9154122,3000.073349,109.5371574,34.83320407,321.5246844,-0.172691077,-0.158905029,0.159863353,-25.019104,-0.189918666,0.026596689,-0.497423267,-0.034634735,0.046235825,0.176949003,-0.006231676,1.010278334,-1.172875776,0.001625523,0,42220
0.92,-3.118210368,-298.1292258,3000.075085,109.5371426,34.83323032,321.5422969,-0.173651171,-0.159240723,0.15488784,-25.01864624,-0.190425633,0.026091316,-0.488609217,-0.034375837,0.052613602,0.176916179,-0.006113571,1.00991682,-1.172933213,0.001363511,0,42220
0.93,-3.151669237,-301.3432154,3000.076831,109.5371277,34.83325658,321.5599067,-0.174575647,-0.159576416,0.150000289,-25.01812744,-0.190923895,0.025522775,-0.479652211,-0.034095351,0.05882975,0.17688316,-0.005979374,1.009564043,-1.172986602,0.001143615,0,42220
0.94,-3.185133209,-304.557381,3000.078586,109.5371129,34.83328283,321.5775137,-0.175465361,-0.159942627,0.14520213,-25.01754761,-0.191413394,0.024892978,-0.470570201,-0.033795084,0.064866829,0.176849952,-0.005829559,1.009220002,-1.173036071,0.000965182,0,42220
0.95,-3.218602217,-307.7717225,3000.080349,109.537098,34.83330909,321.5951179,-0.176321171,-0.16027832,0.14049463,-25.01690674,-0.19189409,0.024204004,-0.461380595,-0.033476767,0.070708052,0.176816558,-0.005664643,1.008884681,-1.173081745,0.000827444,0,42220
0.96,-3.252076183,-310.98624,3000.082121,109.5370831,34.83333535,321.6127193,-0.177143933,-0.160614014,0.135878846,-25.01617432,-0.19236596,0.023458089,-0.452100258,-0.033142056,0.076337322,0.176782984,-0.005485181,1.008558055,-1.173123754,0.000729525,0,42220
0.97,-3.28555501,-314.2009333,3000.0839,109.5370683,34.83336161,321.6303179,-0.177934501,-0.160949707,0.131355703,-25.01541138,-0.192828994,0.022657623,-0.442745512,-0.032792534,0.081739282,0.176749236,-0.005291772,1.008240085,-1.173162219,0.000670447,0,42220
0.98,-3.319038584,-317.4158025,3000.085687,109.5370534,34.83338787,321.6479137,-0.178693726,-0.1612854,0.12692596,-25.01461792,-0.193283197,0.021805138,-0.433332138,-0.032429716,0.086899351,0.176715321,-0.005085049,1.007930724,-1.173197264,0.000649129,0,42220
0.99,-3.352526783,-320.6308476,3000.087481,109.5370386,34.83341413,321.6655066,-0.179422455,-0.161590576,0.122590192,-25.01373291,-0.19372859,0.020903299,-0.423875375,-0.032055047,0.091803762,0.176681246,-0.004865681,1.007629914,-1.173229009,0.000664397,0,42220
